Relative Time (s),Velocity (m/s),Average Power ((m/s)^2/Hz),Weighted Frequency (Hz),Dominant Frequency (Hz),Velocity Upper Band,Velocity Lower Band,Moving Average,is_seismic
19.32075471698113,-5.057568999694367e-17,3.152753825946184e-29,0.8752728672325079,0.0,-5.057568999694367e-17,5.057568999694367e-17,-5.057568999694367e-17,0
53.13207547169812,1.910910787812224e-15,9.510583770353804e-27,0.8262797763811756,0.0,5.784598912733666e-15,-3.924263814918386e-15,9.3016754890764e-16,0
86.94339622641509,8.616796334256433e-18,9.804243749699612e-26,0.829394616639637,0.0,4.528178762306072e-15,-3.282210832873048e-15,6.229839647165121e-16,0
120.75471698113208,1.650706724135763e-16,5.090030636161439e-25,0.787139204998181,0.0,3.796238899424589e-15,-2.7792276161430327e-15,5.085056416407782e-16,0
154.56603773584905,-5.9151499067850454e-15,2.0690772012926012e-24,0.8448443656129673,0.0,9.673755463161512e-15,-1.1226206399250284e-14,-7.762254680443864e-16,0
188.377358490566,3.483769214099185e-15,5.204769755358932e-24,0.817107191404333,0.0,1.1087828453921031e-14,-1.1220281162628614e-14,-6.622635435379126e-17,0
222.18867924528303,1.0741122965917276e-14,3.747929150534301e-24,0.8730544598102419,0.0,1.9029756002212703e-14,-1.6074394619414266e-14,1.4776806913992182e-15,0
256.0,-2.0906183135923967e-14,1.4972315609190118e-23,0.8514130091710241,0.0,3.0793215754646565e-14,-3.3433820328678924e-14,-1.3203022870161801e-15,0
289.811320754717,1.1295985794231689e-13,6.302069536857441e-23,0.8633936663121388,0.0,1.4804650286458312e-13,-1.2529151627654148e-13,1.1377493294020824e-14,0
323.62264150943395,-5.288355555739862e-14,5.287198045446872e-23,0.8051256834268672,0.0,1.521303757641488e-13,-1.4222759894639108e-13,4.951388408878881e-15,0
357.4339622641509,1.3630370990351005e-13,1.7731185653213582e-22,0.7912609466504117,0.0,2.1363990640029482e-13,-1.7985488931078596e-13,1.689250854475444e-14,0
391.245283018868,-9.37237584914198e-14,3.5333340957409897e-22,0.850165913882094,0.0,2.2603511447010387e-13,-2.10686141886624e-13,7.674486291739922e-15,0
425.0566037735849,-1.2025815096889277e-13,4.460874579832505e-22,0.8381925191339993,0.0,2.410010294694428e-13,-2.453340010799064e-13,-2.1664858052318227e-15,0
458.8679245283019,9.610628863746517e-15,7.748365306523793e-22,0.8540002903142492,0.0,2.325621196979393e-13,-2.3521264635569176e-13,-1.3252633288762272e-15,0
492.6792452830189,-1.9491004785501915e-13,1.2088726978729987e-21,0.8295592879279582,0.0,2.710769327028083e-13,-2.995387639640464e-13,-1.4230915630619086e-14,0
