Relative Time (s),Velocity (m/s),Average Power ((m/s)^2/Hz),Weighted Frequency (Hz),Dominant Frequency (Hz),Velocity Upper Band,Velocity Lower Band,Moving Average,is_seismic
19.32075471698113,-9.437627288871371e-17,3.902507185730082e-29,0.8427477354496892,0.0,-9.437627288871371e-17,9.437627288871371e-17,-9.437627288871371e-17,0
53.13207547169812,-1.2341052890337137e-15,3.9770328202135896e-27,0.8047876331411736,0.0,2.156444625147992e-15,-3.4849261870704198e-15,-6.642407809612137e-16,0
86.94339622641509,1.7603285173220977e-15,2.7569220507735686e-26,0.8281929205191007,0.0,5.4337652609924975e-15,-5.145867290726051e-15,1.4394898513322343e-16,0
120.75471698113208,-8.043103018675363e-15,3.750210798717167e-25,0.8412145824514622,0.0,1.3061392316052774e-14,-1.6867020347690622e-14,-1.902814015818923e-15,0
154.56603773584905,7.199777334037494e-15,1.317389038032442e-24,0.8367132888991782,0.0,1.9177654100899102e-14,-1.9342245592594384e-14,-8.22957458476398e-17,0
188.377358490566,-1.2377015161968749e-14,5.48530428133214e-24,0.8644986661957691,0.0,2.247295640370516e-14,-2.6735787700774143e-14,-2.131415648534491e-15,0
222.18867924528303,1.3171625296534316e-14,1.2962800736176553e-23,0.8292324028845656,0.0,3.0292120988446974e-14,-3.0182654872639157e-14,5.4733057903909814e-17,0
256.0,4.820209827695488e-14,3.352321183973652e-23,0.8439458263018915,0.0,7.190157718199391e-14,-5.975526976142334e-14,6.073153710285282e-15,0
289.811320754717,-1.8070387960562845e-13,1.408276835051316e-22,0.8146597000291357,0.0,2.117599176098643e-13,-2.4111961759283013e-13,-1.4679849991482908e-14,0
323.62264150943395,2.4196373342344e-13,1.1413271440724846e-22,0.811208959903801,0.0,3.663202827353232e-13,-3.443512660353044e-13,1.0984508350009381e-14,0
357.4339622641509,-4.303144353180974e-13,3.340736079644189e-22,0.8160301517183559,0.0,5.457681577177481e-13,-6.040353125937487e-13,-2.9133577438000324e-14,0
391.245283018868,5.73341087470893e-14,4.411645862149607e-22,0.8143521671002506,0.0,5.331377201741134e-13,-5.769935940192658e-13,-2.1927936922576193e-14,0
425.0566037735849,3.31577513339474e-13,6.467414261786192e-22,0.8212501313682897,0.0,6.37862276994826e-13,-6.27332696953509e-13,5.26479002065844e-15,0
458.8679245283019,-3.0502583656174e-13,1.1103959236105452e-21,0.8396576664199024,0.0,6.566305159564752e-13,-6.904281682840722e-13,-1.6898826163798582e-14,0
