Relative Time (s),Velocity (m/s),Average Power ((m/s)^2/Hz),Weighted Frequency (Hz),Dominant Frequency (Hz),Velocity Upper Band,Velocity Lower Band,Moving Average,is_seismic
19.32075471698113,-1.465696360179799e-16,6.109122534520165e-29,0.8146721543295613,0.0,-1.465696360179799e-16,1.465696360179799e-16,-1.465696360179799e-16,0
53.13207547169812,3.116572108738713e-16,6.816810527221081e-27,0.8643323558676087,0.0,1.2165973750842984e-15,-1.051509800228407e-15,8.254378742794572e-17,0
86.94339622641509,3.3950636268373952e-15,1.3776117000540985e-25,0.8719130120290776,0.0,7.928273897046919e-15,-5.554839762584728e-15,1.1867170672310957e-15,0
120.75471698113208,-1.9612606039750564e-15,3.279928652940048e-25,0.8387581865636968,0.0,8.187386577847323e-15,-7.387941278988209e-15,3.997226494295576e-16,0
154.56603773584905,2.1271285678186623e-14,2.6097620913458702e-24,0.8431694168294875,0.0,3.793209324859184e-14,-2.8784022738229894e-14,4.574035255180971e-15,0
188.377358490566,-3.876890426096063e-14,9.25353985589349e-24,0.8249971799388423,0.0,6.609397005987646e-14,-7.139354605489508e-14,-2.6497879975092963e-15,0
222.18867924528303,2.4341515783593907e-14,9.019785529525666e-24,0.8518500689172178,0.0,7.34073260564596e-14,-7.0995100971163e-14,1.2061125426483042e-15,0
256.0,-9.096282156476984e-15,6.1686280044628935e-24,0.8147636001743062,0.0,6.796847580683006e-14,-6.813184939631478e-14,-8.168679474235659e-17,0
289.811320754717,2.2322384776351136e-14,3.215300028975294e-24,0.9390313049677148,0.0,7.122023299494388e-14,-6.640492401307449e-14,2.407654490934698e-15,0
323.62264150943395,-2.150104934511207e-14,2.093125579187213e-24,0.9266766572589652,0.0,7.00830588019672e-14,-7.004949058730715e-14,1.67841073300212e-17,0
357.4339622641509,-4.1357844958307966e-16,1.5860396215366506e-23,0.9497959546896816,0.0,6.644991628092123e-14,-6.649459580388175e-14,-2.23397614802607e-17,0
391.245283018868,-1.5057189860587325e-13,2.6415519782595688e-22,0.809132349874903,0.0,1.5221728225482406e-13,-1.7735355491851675e-13,-1.256813633184634e-14,0
425.0566037735849,-4.537779694866944e-14,6.119718538833962e-22,0.8311161350430033,0.0,1.458606792031411e-13,-1.760445919617297e-13,-1.5091956379294272e-14,0
458.8679245283019,3.221235357334875e-13,9.732218006487414e-22,0.8204065904490954,0.0,3.602967331649468e-13,-3.42307004193138e-13,8.994864485904426e-15,0
492.6792452830189,-3.162892765188944e-13,1.591052362997622e-21,0.8345460487059346,0.0,4.356496420236012e-13,-4.610311318524322e-13,-1.2690744914415492e-14,0
526.4905660377359,5.606898018526805e-13,1.6098699423299586e-21,0.813811176728319,0.0,6.859572706980911e-13,-6.39666192181035e-13,2.3145539258528007e-14,0
560.3018867924528,-2.9114762885125344e-13,1.7979846152101178e-21,0.8438510015825901,0.0,6.996697749064875e-13,-6.903543632258762e-13,4.657705840305569e-15,0
594.1132075471698,6.552979299978807e-13,3.336676658936617e-21,0.851418643610894,0.0,9.0262163689576e-13,-8.210128669754184e-13,4.0804384960170854e-14,0
627.9245283018868,-9.409095492012142e-13,2.6902065904321637e-21,0.8417739950165425,0.0,1.1392827356424833e-12,-1.1610122745812346e-12,-1.086476946937573e-14,0
661.7358490566038,-5.237779475143121e-13,5.8204087544611546e-21,0.810094271425859,0.0,1.1527551514548425e-12,-1.2257760081980877e-12,-3.651042837162255e-14,0
695.5471698113207,-5.972547529127813e-14,4.780865690189928e-21,0.8272186696987988,0.0,1.1216723960547146e-12,-1.1969042096474506e-12,-3.761590679636805e-14,0
729.3584905660377,6.162582561782893e-14,8.107457389246425e-21,0.8349780609402134,0.0,1.1006657098088104e-12,-1.1668755477275285e-12,-3.31049189593591e-14,0
763.1698113207547,-3.494210193254735e-14,3.7710262667647815e-21,0.8100424011024766,0.0,1.0745194666621172e-12,-1.1408890596219822e-12,-3.3184796479932503e-14,0
796.9811320754717,6.293478201143924e-13,3.073945130364105e-21,0.8512433866038309,0.0,1.1766675955848012e-12,-1.1878261371618057e-12,-5.579270788502297e-15,0
830.7924528301887,6.73330279619315e-13,2.647385265599726e-21,0.8721581691281146,0.0,1.272704499311676e-12,-1.2295502768560557e-12,2.15771112278104e-14,0
864.6037735849056,-4.994445651547056e-13,2.6091177461290688e-21,0.8806739900915477,0.0,1.2784904638097628e-12,-1.2754148318451046e-12,1.5378159823290157e-15,0
898.4150943396227,-5.922028988053632e-13,1.034979041013829e-20,0.8188010822392052,0.0,1.2940190414133424e-12,-1.3349242031366617e-12,-2.0452580861659583e-14,0
932.2264150943396,1.3182836355186245e-13,8.628261389108175e-21,0.844158846587431,0.0,1.278812571055186e-12,-1.3088405224632536e-12,-1.5013975704033797e-14,0
966.0377358490566,7.907945289137587e-13,1.0949446557292134e-20,0.7921522526398307,0.0,1.3869947428694273e-12,-1.3614496939590265e-12,1.2772524455200427e-14,0
999.8490566037736,-1.1326280167866921e-12,1.4179397467440326e-20,0.83593750924395,0.0,1.5105209837979258e-12,-1.5613359709703177e-12,-2.5407493586195994e-14,0
1033.660377358491,-1.15958041075475e-12,1.6993334382406647e-20,0.8440548457846379,0.0,1.607962997774419e-12,-1.7319504312157497e-12,-6.199371672066548e-14,0
1067.4716981132076,1.153939007884458e-12,1.4304868931705822e-20,0.7941266858880007,0.0,1.7828746644116973e-12,-1.830866302565208e-12,-2.3995819076755365e-14,0
1101.2830188679245,1.7724016405430142e-12,1.8099586705638714e-20,0.8114228307350816,0.0,2.11866323492493e-12,-2.0577822997681518e-12,3.0440467578389167e-14,0
1135.0943396226414,-7.898895474954084e-13,1.421879743897867e-20,0.8335444683214126,0.0,2.1207845573325227e-12,-2.108158328944792e-12,6.313114193865711e-15,0
1168.9056603773586,-6.467347152498129e-13,1.4569865858938965e-20,0.7906912119495938,0.0,2.1063227729441095e-12,-2.1310135633817308e-12,-1.2345395218810822e-14,0
1202.7169811320755,1.1133854725506197e-13,1.7241109935845168e-20,0.8186981079757674,0.0,2.0805184554568847e-12,-2.0983379157570682e-12,-8.909730150092134e-15,0
1236.5283018867924,1.4327268190140197e-12,1.9894195477447095e-20,0.8246000382120794,0.0,2.2509837439989605e-12,-2.190876904344328e-12,3.0053419827316295e-14,0
1270.339622641509,9.75819632953014e-13,2.106684177259092e-20,0.8420205441738969,0.0,2.310506219055569e-12,-2.2006222102890573e-12,5.49420043832557e-14,0
1304.1509433962265,-1.7357603710039645e-12,1.6082609599840232e-20,0.8302470106402348,0.0,2.450520466308848e-12,-2.4324673485878348e-12,9.026558860506472e-15,0
1337.9622641509434,-3.3026555217757626e-13,9.156428534454231e-21,0.8026724392422298,0.0,2.417837026573133e-12,-2.4167485144040245e-12,5.442560845544038e-16,0
1371.7735849056603,-1.873495144630607e-13,1.4997932743716356e-20,0.867764632468773,0.0,2.385055430111949e-12,-2.3931324677256506e-12,-4.038518806850842e-15,0
1405.5849056603774,-2.1472944459771106e-13,1.2573438814765386e-20,0.8531256299259907,0.0,2.353465564772213e-12,-2.3715755036140508e-12,-9.054969420918942e-15,0
1439.3962264150944,1.3005038864178286e-12,1.651953339173284e-20,0.8139568805592827,0.0,2.4580307748709508e-12,-2.4152309994877306e-12,2.1399887691610076e-14,0
1473.2075471698113,-4.3982452557086996e-13,1.2028671235768596e-20,0.7833026530357772,0.0,2.431314538983911e-12,-2.4094795096580765e-12,1.0917514662917343e-14,0
1507.0188679245282,-3.8549955715475204e-13,2.378552026658069e-20,0.833229753151417,0.0,2.403765350801511e-12,-2.399548858000906e-12,2.108246400302471e-15,0
1540.830188679245,1.1406145989538976e-12,2.508708456417516e-20,0.8242034444750987,0.0,2.4732767561369667e-12,-2.4195599871383797e-12,2.6858384499293672e-14,0
1574.6415094339625,-2.2695321258563322e-12,3.4030106291114747e-20,0.8409730789866506,0.0,2.6667361513444644e-12,-2.7107381274673933e-12,-2.200098806146433e-14,0
1608.4528301886792,2.72814139777895e-13,2.6827533448926254e-20,0.8541828909336785,0.0,2.648287016576715e-12,-2.6800050290396698e-12,-1.5859006231477684e-14,0
1642.2641509433963,8.42866177685936e-13,3.326163928258743e-20,0.7817921713217358,0.0,2.67265047094036e-12,-2.6693184758964817e-12,1.6659975219389204e-15,0
1676.0754716981132,-9.049777998324893e-14,3.4182438688442584e-20,0.7822043264428095,0.0,2.643805336232217e-12,-2.6441598922885472e-12,-1.772780281648363e-16,0
