Relative Time (s),Velocity (m/s),Average Power ((m/s)^2/Hz),Weighted Frequency (Hz),Dominant Frequency (Hz),Velocity Upper Band,Velocity Lower Band,Moving Average,is_seismic
19.32075471698113,-5.175625798951262e-19,1.6070867821758332e-30,0.873209711801467,0.0,-5.175625798951262e-19,5.175625798951262e-19,-5.175625798951262e-19,0
53.13207547169812,-5.630864267332426e-17,1.8800148729145206e-28,0.9611687887793776,0.0,1.096627760966397e-16,-1.664889813498591e-16,-2.8413102626609696e-17,0
86.94339622641509,3.522001344628405e-16,4.5851999437062605e-27,0.9669204792518324,0.0,8.737452922765427e-16,-6.768293394701288e-16,9.845797640320704e-17,0
120.75471698113208,-4.436195620362099e-17,2.2408000465836052e-26,0.9226918802354854,0.0,7.433270597870301e-16,-6.178210732840301e-16,6.275299325150002e-17,0
154.56603773584905,-1.9536554614782282e-15,4.89443012109968e-26,0.9614634875285208,0.0,2.8702108250602544e-15,-3.551268220449146e-15,-3.405286976944456e-16,0
188.377358490566,1.5205397818510798e-15,2.124623017940858e-25,0.9311140188736876,0.0,3.883540803743351e-15,-3.944242039283734e-15,-3.0350617770191377e-17,0
222.18867924528303,-3.07789607782397e-16,1.9941897651568147e-25,0.9990098504591192,0.0,3.5216940596195985e-15,-3.661663578020611e-15,-6.998475920050647e-17,0
256.0,6.178753132515312e-16,1.7771780732446127e-25,0.9973521034481392,0.0,3.448459025130869e-15,-3.416463525418873e-15,1.5997749855998224e-17,0
289.811320754717,-9.124954760512644e-15,1.2620231772192764e-24,0.9933157912833702,0.0,1.0137636083467842e-14,-1.2136963363837764e-14,-9.99663640184962e-16,0
323.62264150943395,3.9275126232192326e-14,6.03257044952008e-24,0.946101770618866,0.0,4.882387621654846e-14,-4.2768245522442936e-14,3.0278153470527664e-15,0
357.4339622641509,-2.7439297845985212e-14,1.6389252163404137e-23,0.8718252818257581,0.0,5.430693201031838e-14,-5.3790776442219744e-14,2.580777840493141e-16,0
391.245283018868,-7.924695463996743e-15,3.67720995826371e-23,0.9645390284983052,0.0,5.1768713858435655e-14,-5.2616353831678036e-14,-4.238199866211906e-16,0
425.0566037735849,-5.4521162197879324e-14,3.5553093345634363e-23,0.9914371104575528,0.0,6.790443243299322e-14,-7.707474043873684e-14,-4.585154002871817e-15,0
458.8679245283019,5.865239814636788e-14,4.242959289135905e-23,0.9361244037612464,0.0,9.130819970516469e-14,-9.144457168958837e-14,-6.818599221183791e-17,0
492.6792452830189,-8.333726763078862e-14,1.029864369285302e-22,0.9675145964914008,0.0,1.1020711496447934e-13,-1.2144603116737992e-13,-5.61945810145029e-15,0
526.4905660377359,8.37826074602657e-14,2.4462351326530357e-22,0.9386847743568209,0.0,1.3649964020285568e-13,-1.3656329821054178e-13,-3.182900384304057e-17,0
560.3018867924528,-8.216219838458882e-16,1.8119645937443516e-22,0.9650528218364408,0.0,1.3211943925647678e-13,-1.322760140853397e-13,-7.828741443144335e-17,0
594.1132075471698,4.842404161416798e-15,1.4542349734664681e-22,0.8998095314457828,0.0,1.285099444044667e-13,-1.2811977572490197e-13,1.9508433978234782e-16,0
627.9245283018868,1.1017484697330263e-13,1.3561762582288162e-22,0.9281595010006772,0.0,1.587854664359272e-13,-1.4681848063704458e-13,5.9834928994413106e-15,0
661.7358490566038,-9.907818782706261e-14,4.4238744633226173e-23,0.9513538699566028,0.0,1.7067253490361049e-13,-1.692117171773783e-13,7.304088631161137e-16,0
695.5471698113207,3.828463867519818e-15,2.6386940212241423e-22,0.9045570546462676,0.0,1.6653393033627965e-13,-1.647780597524852e-13,8.779352918972423e-16,0
729.3584905660377,-5.109857451418041e-14,8.307320615333387e-22,0.8207545568360435,0.0,1.6476646444234116e-13,-1.677357311136446e-13,-1.484633335651742e-15,0
763.1698113207547,3.100102664493896e-14,9.168323993378617e-22,0.8582416964001183,0.0,1.640776008493796e-13,-1.6422202752237084e-13,-7.22133364956244e-17,0
796.9811320754717,3.088057212210318e-14,7.418583452266768e-22,0.914059826551396,0.0,1.6327503801830668e-13,-1.6084006590308138e-13,1.2174860576126593e-15,0
830.7924528301887,-2.5704051709626984e-14,6.05654045851412e-23,0.9534462184152868,0.0,1.599014143669947e-13,-1.5962016527314852e-13,1.406245469230735e-16,0
864.6037735849056,-1.2195344707640588e-13,9.596717632447525e-23,1.041186487606512,0.0,1.7300044263680664e-13,-1.8211104520629351e-13,-4.555301284743424e-15,0
898.4150943396227,3.3453160305345474e-14,1.4220571948449524e-22,0.9716341548724932,0.0,1.728323674172916e-13,-1.7912752838751264e-13,-3.147580485110502e-15,0
932.2264150943396,1.3076174234160312e-14,1.105274291183275e-22,0.9990413033664016,0.0,1.704552443313403e-13,-1.7559156567875625e-13,-2.5681606737079734e-15,0
966.0377358490566,1.2476304422732212e-13,2.2942232236841024e-22,0.9112558395260985,0.0,1.9081095904058043e-13,-1.8716581798102875e-13,1.822570529775823e-15,0
999.8490566037736,-2.4973946027457562e-14,8.208163110613436e-23,1.0488267203129125,0.0,1.874185187167691e-13,-1.8555981209436635e-13,9.293533112013768e-16,0
1033.660377358491,-2.3270984558476846e-14,5.008509475486542e-23,1.099631237594333,0.0,1.84133381142464e-13,-1.8383598664068565e-13,1.4869725088917582e-16,0
1067.4716981132076,-6.10575801650618e-14,4.9107697694031725e-22,0.8986140235038129,0.0,1.8314817505929625e-13,-1.866761728960148e-13,-1.763998918359292e-15,0
1101.2830188679245,3.6305882577784435e-14,6.852836201728264e-22,0.9263399062502587,0.0,1.8286170176524958e-13,-1.840824340567473e-13,-6.103661457488763e-16,0
1135.0943396226414,5.271042042296997e-13,1.686957217799713e-21,0.9166607909398063,0.0,3.7957159750615343e-13,-3.4975029624615413e-13,1.4910650629999606e-14,0
1168.9056603773586,-5.526306910879793e-13,4.202260533506775e-22,0.98256344484202,0.0,4.904294729575612e-13,-4.93039105510018e-13,-1.3048162762283626e-15,0
1202.7169811320755,-2.2683704535868723e-14,1.6776154056176226e-22,0.9965224424500384,0.0,4.829203553219087e-13,-4.8671770388879e-13,-1.898674283440595e-15,0
1236.5283018867924,6.81493929386731e-14,1.6441987028323968e-22,1.0317023166535395,0.0,4.797286774508311e-13,-4.797396440057061e-13,-5.483277437522238e-18,0
1270.339622641509,-1.9361667576354117e-14,6.661597884710779e-23,0.9291185842851616,0.0,4.72819605158742e-13,-4.738493182556653e-13,-5.148565484616431e-16,0
1304.1509433962265,1.782189115242531e-14,4.4525833528917056e-23,1.0920161622818425,0.0,4.67133217044416e-13,-4.672225841053964e-13,-4.4683530490182715e-17,0
1337.9622641509434,3.912491145421124e-14,4.611500848334342e-23,1.0689406769473684,0.0,4.625932723899278e-13,-4.607241597016732e-13,9.345563441273528e-16,0
1371.7735849056603,-1.7626405608879774e-13,3.1911063932002462e-22,0.8211448118793052,0.0,4.626406031875339e-13,-4.69415325252105e-13,-3.387361032285454e-15,0
1405.5849056603774,3.670263637810389e-13,1.935906273297502e-21,0.9223750609481636,0.0,5.073318560983633e-13,-4.964678293622997e-13,5.432013368031793e-15,0
1439.3962264150944,-2.453480929929099e-13,2.5014185985778586e-21,0.9185932210623308,0.0,5.132362450732623e-13,-5.140364093307309e-13,-4.0008212873429294e-16,0
1473.2075471698113,1.8860689170192253e-15,6.073245444447509e-22,0.8960297528931547,0.0,5.072819871915317e-13,-5.079782354923751e-13,-3.4812415042171313e-16,0
1507.0188679245282,-3.416029726536921e-15,6.7449259497041e-22,0.9714526468690324,0.0,5.014146868135622e-13,-5.02247286473344e-13,-4.1629982989094e-16,0
1540.830188679245,-2.4999888239641613e-14,2.251459265867159e-22,0.9196167378781894,0.0,4.954351749114585e-13,-4.973366262412294e-13,-9.5072566488552e-16,0
1574.6415094339625,5.6023450092892835e-14,1.128826533783728e-20,0.7959588354464309,0.0,4.92083114810803e-13,-4.915601331296048e-13,2.614908405991259e-16,0
1608.4528301886792,9.00187285991217e-13,2.5302431967668706e-21,0.8951080865256218,0.0,6.849127976699678e-13,-6.468929078574937e-13,1.9009944906237e-14,0
1642.2641509433963,-9.19621609484575e-13,8.978431716338227e-23,1.005310191684874,0.0,8.088324765315937e-13,-8.091240787350713e-13,-1.4580110173875948e-16,0
1676.0754716981132,6.752884131366926e-15,3.018234593787468e-25,1.0190588142930324,0.0,8.006802990651138e-13,-8.006959538592672e-13,-7.827397076645769e-18,0
1709.8867924528302,1.1820968295901586e-16,1.8055407833312988e-26,1.00779245609989,0.0,7.926354516968612e-13,-7.926461638604248e-13,-5.356081781828877e-18,0
1743.698113207547,5.722557839515189e-16,9.53947333314208e-27,0.9973627379099824,0.0,7.848371501962058e-13,-7.848256465187796e-13,5.751838713043195e-18,0
1777.5094339622642,6.415053188764632e-16,6.586347510512592e-26,1.018356545108345,0.0,7.772661157441187e-13,-7.772306213693282e-13,1.7747187395371874e-17,0
1811.320754716981,1.4398282587702167e-14,2.7133309480575543e-24,1.025161992222229,0.0,7.701954396088572e-13,-7.696273328118328e-13,2.8405339851216443e-16,0
1845.132075471698,-1.556060253698889e-14,4.262045884342516e-22,0.9680589413285164,0.0,7.62781886517879e-13,-7.627899490276002e-13,-4.031254860582062e-18,0
1878.9433962264152,1.6653560860386232e-13,8.419889592587026e-21,0.8311701701717316,0.0,7.627925902475719e-13,-7.568528084766246e-13,2.969890885473755e-15,0
1912.754716981132,-8.413350457967811e-14,3.679814547368586e-21,0.8384986285731739,0.0,7.555316764904542e-13,-7.526481542095121e-13,1.441761140471091e-15,0
1946.566037735849,-1.504145362949767e-13,7.24763439163225e-22,0.9852596499481744,0.0,7.49520397629857e-13,-7.518732993984131e-13,-1.1764508842780093e-15,0
1980.377358490566,6.74673407512109e-14,2.1229278811138944e-22,1.1028157600488864,0.0,7.448412070468125e-13,-7.448672006243349e-13,-1.29967887612481e-17,0
2014.188679245283,5.380928212022239e-14,1.9906615295492897e-22,0.9690083364376127,0.0,7.397992602072879e-13,-7.380311778211775e-13,8.840411930551458e-16,0
2048.0,-4.8549346470213224e-14,2.083733195436729e-22,1.0763284489043912,0.0,7.33140167394582e-13,-7.329928518171035e-13,7.365778873927099e-17,0
2081.811320754717,-4.2677684124620404e-14,1.6200635475457733e-22,0.9600827104159146,0.0,7.266653629171101e-13,-7.278971228852237e-13,-6.158799840568528e-16,0
2115.622641509434,-6.413582622971315e-14,3.7184369319234243e-22,0.8912277279726182,0.0,7.203116600017132e-13,-7.235599261998477e-13,-1.62413309906727e-15,0
2149.433962264151,2.2671775585227386e-13,9.917332742400788e-22,0.9870584970439374,0.0,7.250608067079198e-13,-7.211733888763249e-13,1.943708915797435e-15,0
2183.245283018868,-2.223024344209157e-13,5.803687228507656e-22,0.9851918490229596,0.0,7.225138579186622e-13,-7.255263214205047e-13,-1.506231750921228e-15,0
2217.056603773585,-1.3865147679631465e-13,8.416131778441597e-22,0.934776114746694,0.0,7.172704605320926e-13,-7.244388405504622e-13,-3.584190009184764e-15,0
2250.867924528302,9.468515957561625e-14,6.956974781900658e-22,0.988488284740829,0.0,7.144882971803797e-13,-7.187232637783075e-13,-2.1174832989638537e-15,0
2284.679245283018,1.2273728211067609e-13,1.0472506275014377e-21,0.9203968670111342,0.0,7.129279615602037e-13,-7.13490729175495e-13,-2.8138380764561963e-16,0
2318.490566037736,-2.2834374043149508e-15,7.900569443909723e-22,0.9327965398089416,0.0,7.076358393323517e-13,-7.082566374866768e-13,-3.103990771625664e-16,0
