Relative Time (s),Velocity (m/s),Average Power ((m/s)^2/Hz),Weighted Frequency (Hz),Dominant Frequency (Hz),Velocity Upper Band,Velocity Lower Band,Moving Average
19.32075471698113,0.11520486342180836,1.3464452071036166e-13,0.39403993958497835,0.0,0.0,-0.0,-0.00314766200126515
53.132075471698116,0.11521271807800981,3.1480898173586726e-11,0.3164052207201268,0.0,2.994372813857668e-05,1.988872030072917e-05,-0.0020953325917236754
86.94339622641509,0.11521270535349926,3.962582170297163e-10,0.2724797572034424,0.0,2.702818320385221e-05,1.3628180956834077e-05,-0.0017456926347425572
120.75471698113208,0.11524219689121074,1.980710739907529e-09,0.3051499286881094,0.0,9.0866610938434e-05,5.6902840774520045e-05,0.0004046951897667128
154.56603773584905,0.11525501288027762,9.463275945513706e-09,0.28259631946119856,0.0,0.0001242668398184944,7.139420876370443e-05,0.0023817379426831486
188.37735849056602,0.11522994394773445,3.7849794177518226e-08,0.3359347373236604,0.0,0.00011526640938120751,6.0494031086126424e-05,0.002580227736025398
222.18867924528303,0.11480132404619514,6.355977246535397e-08,0.2806254472320871,0.0,0.000674389254948123,0.000775271825766379,-0.013684980121676182
256.0,0.11542246247176213,5.8283589328620976e-08,0.4380680031231175,0.0,0.0007757801830568574,0.000794354198351423,-0.005079594399517218
289.811320754717,0.11543941909839961,3.7333530974302756e-08,0.46346089955931163,0.0,0.0008436417153913845,0.0007933674615148336,0.0021183207258588244
323.62264150943395,0.11530800296141819,6.537048505393586e-08,0.3927575656643667,0.0,0.0008165644654272157,0.0007448876918460547,0.004355351262190776
357.4339622641509,0.1148773933440077,1.3797123797692902e-07,0.48046651320543265,0.0,0.0008774227703278606,0.0008885849413423003,-0.00430362823290853
391.24528301886795,0.11630857878493472,1.2170749861428691e-06,0.3659180123998095,0.0,0.001776192721043947,0.0015507751372355535,0.020437789789993888
425.0566037735849,0.11411133878123603,1.9297011725823567e-06,0.2893814718252755,0.0,0.0021634935087268287,0.002171085484509073,-0.003915740436063242
458.8679245283019,0.11555487129825948,3.4816723120820656e-06,0.33450025146128454,0.0,0.0021533050353356245,0.0020962888915852787,0.0028380348034673375
492.6792452830189,0.1144908599762291,5.926578897166316e-06,0.34877325029797024,0.0,0.002183593050862946,0.0022524078421453757,-0.010315515560917365
526.4905660377359,0.11867244599519444,7.276237611581256e-06,0.3149311071714336,0.0,0.00471135097964536,0.004220642955549229,0.048203749005845786
560.3018867924528,0.11341975690654249,1.0647246699724432e-05,0.3549278274893698,0.0,0.004925712640343546,0.00473307911908353,0.017046599572675403
594.1132075471698,0.11336542293616292,1.1313498723820232e-05,0.29864035416780704,0.0,0.005063822852462785,0.005143875969598964,-0.01145746730612529
627.9245283018868,0.12014359283520237,1.6574239082806447e-05,0.28084099938355206,0.0,0.007419300411002661,0.006829158471813524,0.058629094362068424
661.7358490566038,0.11082439830953272,1.4110797631786714e-05,0.3927009210972748,0.0,0.008334496699627648,0.008335409585697085,-0.0031471276885850497
695.5471698113207,0.11428167154277569,2.2942443777720658e-05,0.3310822213009295,0.0,0.008117224239639299,0.008230797129510503,-0.014926662545170166
729.3584905660377,0.11766751170231471,2.6422013196380118e-05,0.29073727021866486,0.0,0.008418597670108616,0.008240157447819618,0.01560273582693572
763.1698113207547,0.11419903196557613,3.982250304443459e-05,0.30964805975900694,0.0,0.008229125280062524,0.008170557620942608,0.0030695441297139414
796.9811320754717,0.11227411307971491,3.1194925613327426e-05,0.3539688088614075,0.0,0.00833492321895324,0.008591852973298163,-0.029910169915137952
830.7924528301887,0.1164647522622535,1.3130218302796785e-05,0.3060600848195656,0.0,0.008315747500106182,0.00843325930784884,-0.015336157332321632
864.6037735849056,0.1162995632321977,1.6977186600217313e-05,0.31060772409231324,0.0,0.008263823708719103,0.008268923578562423,-0.0035856256483569604
898.4150943396227,0.1154813909403658,9.217948845658336e-06,0.3492539973429919,0.0,0.00812006269838259,0.008098739723869229,-0.0008251203835726306
932.2264150943396,0.11402143277295362,1.0522113366308105e-05,0.30737417759053576,0.0,0.007977818682158482,0.008065609550462769,-0.012233096809276867
966.0377358490566,0.12095332777053613,1.626966435795562e-05,0.3373136339677765,0.0,0.009444432031422392,0.009021295139286572,0.04119411551870611
999.8490566037735,0.10209385357071277,3.4242464282123416e-05,0.3986417445640721,0.0,0.01380451039786732,0.014516206276364326,-0.07738731869107163
1033.6603773584907,0.12545473434172827,4.532878501988876e-05,0.28918031129663285,0.0,0.016381080347131958,0.01622263951120032,0.013602919527462065
1067.4716981132076,0.12183932890172144,6.22413779692722e-05,0.3112699418362792,0.0,0.01720453505341838,0.016519764631554277,0.06863284329288355
1101.2830188679245,0.10647263510154925,8.905145565279525e-05,0.32925947598845445,0.0,0.01801588282048726,0.01803027259893968,-0.004445495672427469
1135.0943396226414,0.11896144164941336,8.058835707364293e-05,0.30878994946408606,0.0,0.018116789197710134,0.01784761974056488,0.02519787887138003
1168.9056603773586,0.11920634411365838,9.01281718209571e-05,0.32895812822394915,0.0,0.01823753553594034,0.017683077557109447,0.05502225287961515
1202.7169811320755,0.11070118741204915,8.677231263984163e-05,0.3366670293849029,0.0,0.018159409568637774,0.01794106565757475,0.0198852523964963
1236.5283018867924,0.11737100156095748,0.00015002273959229754,0.29680546898462823,0.0,0.018044980904289968,0.01768251705445595,0.034949706925581525
1270.3396226415093,0.11655850830625969,7.536219251714532e-05,0.2844915352423395,0.0,0.017864826789382938,0.01742062587567606,0.04349213886676595
1304.1509433962265,0.11271737279994265,8.84466923589282e-05,0.30722658205949077,0.0,0.017648331504025866,0.017379034376546965,0.02520588036553817
1337.9622641509434,0.10744406914908455,9.56656232672057e-05,0.2833633376988327,0.0,0.018048216407228684,0.01828306119503807,-0.02749066997294425
1371.7735849056603,0.11757689602518173,9.796063185044794e-05,0.37006740742095,0.0,0.017979474949777797,0.018060338300664565,-0.011394810012999912
1405.5849056603774,0.11768664070382773,7.28911093377703e-05,0.2912735923740821,0.0,0.017919780973896418,0.017847298328568902,0.004634726572616321
1439.3962264150944,0.11689717365617924,6.514940818423691e-05,0.318340212771031,0.0,0.01779176675380158,0.017620122851894834,0.014999213403409595
1473.2075471698113,0.10519133115791113,0.00010141947413643209,0.3094176046935656,0.0,0.018571944985753455,0.01898767210706292,-0.046393458178022984
1507.0188679245282,0.12379978569037164,0.00010083397342144497,0.30774675402689255,0.0,0.019507970478365968,0.019425034140300647,0.005745636392722631
1540.8301886792453,0.11481291654654702,7.649813649077292e-05,0.34393629829795996,0.0,0.019280682333039388,0.019221410834902936,0.003269209267820372
1574.6415094339623,0.12197753766237907,9.865243387996118e-05,0.3085582615211762,0.0,0.019759531430902328,0.019332258229681112,0.04174419592947731
1608.4528301886792,0.10992118072704304,0.00011505288347477184,0.3466916170266797,0.0,0.019724358910144218,0.019588180435205795,0.011313839302101725
1642.2641509433963,0.11443805740770929,9.570324005572493e-05,0.32011324920300704,0.0,0.019504183038017518,0.01941091603504469,0.0068255223020106115
1676.0754716981132,0.12194782552945793,0.00017132587108117258,0.35399633954108106,0.0,0.01994064108903028,0.019503654572743088,0.0427616559038011
1709.8867924528302,0.11118190562649022,0.00011690237285080375,0.28354926973435696,0.0,0.01981396023931106,0.019587762574645326,0.02072513141302701
1743.698113207547,0.11849413722707802,8.541690192659566e-05,0.2794397837732423,0.0,0.019800027448308017,0.019416082183420197,0.03721531733443362
1777.5094339622642,0.11520475641280603,0.00012754947237631758,0.2933056147253,0.0,0.01960716078584125,0.019230484828074258,0.03645321068446905
