Relative Time (s),Velocity (m/s),Average Power ((m/s)^2/Hz),Weighted Frequency (Hz),Dominant Frequency (Hz),Velocity Upper Band,Velocity Lower Band,Moving Average,is_seismic
19.32075471698113,-3.5596551485881453e-17,6.653368591223767e-29,0.8195323549413335,0.0,-3.5596551485881453e-17,3.5596551485881453e-17,-3.5596551485881453e-17,0
53.13207547169812,5.342297780255998e-16,6.79162394593892e-27,0.8214824583222284,0.0,1.659564829206589e-15,-1.1609316026668705e-15,2.4931661326985916e-16,0
86.94339622641509,5.6156207310676895e-16,7.231410068414615e-26,0.7911772138624197,0.0,1.5334466072168008e-15,-8.266497407858095e-16,3.5339843321549583e-16,0
120.75471698113208,5.955604476296369e-15,4.676458592035211e-25,0.8215832115822813,0.0,1.1605042504899563e-14,-8.097142616928135e-15,1.753949943985714e-15,0
154.56603773584905,8.392672012358716e-16,2.7806252143597342e-24,0.7929834643074656,0.0,1.02216086094361e-14,-7.079581818564609e-15,1.5710133954357457e-15,0
188.377358490566,-7.409131727068764e-15,3.732441483456507e-24,0.8595676055172113,0.0,1.50580595974139e-14,-1.4909414514043912e-14,7.432254168499407e-17,0
222.18867924528303,1.970774726910952e-14,1.363460068814937e-23,0.7846790491493959,0.0,3.2233288655271855e-14,-2.6475093649780573e-14,2.8790975027456405e-15,0
256.0,-8.533323928914345e-14,4.6048620379597626e-23,0.8071821689767257,0.0,1.0434196307181113e-13,-1.2063685226429212e-13,-8.147444596240495e-15,0
289.811320754717,9.194049396505073e-14,7.348831354767335e-23,0.8488484449983265,0.0,1.6015865925951425e-13,-1.5421178432726384e-13,2.973437466125194e-15,0
323.62264150943395,-6.877727969873671e-15,1.6573611180030215e-22,0.7926121672382467,0.0,1.5058452163787489e-13,-1.4660787979282425e-13,1.988320922525308e-15,0
357.4339622641509,6.104777617302376e-14,3.258975016647048e-22,0.828830816827073,0.0,1.614908526969476e-13,-1.467761280790791e-13,7.357362308934258e-15,0
391.245283018868,7.24730980227286e-14,3.819947952557515e-22,0.828710331462716,0.0,1.737985397307956e-13,-1.4823119249396133e-13,1.278367361841712e-14,0
425.0566037735849,-3.3707456180498245e-13,6.872979117669033e-22,0.8528418831947688,0.0,3.5883866643710214e-13,-3.870956631115601e-13,-1.4128498337229e-14,0
458.8679245283019,4.567501142711494e-13,9.320564807133404e-22,0.8083734254010734,0.0,5.873216740687617e-13,-5.483102975134511e-13,1.9505688277655168e-14,0
492.6792452830189,3.330665780540056e-13,1.6835344361833113e-21,0.818637288316539,0.0,6.565918395536302e-13,-5.757723443614732e-13,4.040974759607853e-14,0
526.4905660377359,-5.621394048941432e-13,1.6287802357073269e-21,0.797444160010105,0.0,7.979487371650148e-13,-7.924478860341355e-13,2.750425565439682e-15,0
560.3018867924528,-1.1176092589699808e-13,1.4700829859994974e-21,0.7868573757403443,0.0,7.720737705724321e-13,-7.80044843143016e-13,-3.985536285291952e-15,0
594.1132075471698,-2.346076345002249e-13,3.755832518673665e-21,0.806354450414337,0.0,7.597566427211791e-13,-7.933523928712002e-13,-1.679787507501045e-14,0
627.9245283018868,6.426301048941578e-13,3.6123505319651086e-21,0.8373298196665173,0.0,9.398067011913149e-13,-9.039889797656341e-13,1.7908860712840513e-14,0
661.7358490566038,-4.941342189248301e-13,3.5416640069198495e-21,0.7587983499972045,0.0,9.750347973580393e-13,-9.90421383896125e-13,-7.69329326904302e-15,0
695.5471698113207,-6.432224358183313e-13,5.253500976389623e-21,0.8040622613295788,0.0,1.0358560273984664e-12,-1.1117691989412465e-12,-3.7956585771390084e-14,0
729.3584905660377,2.0762680608662946e-12,7.861292777683684e-21,0.8091232791022507,0.0,1.95211190213972e-12,-1.8358228330790744e-12,5.814453453032286e-14,0
763.1698113207547,-1.2932864452599786e-12,9.076758682536141e-21,0.840041999527278,0.0,2.096241471502156e-12,-2.09746813981458e-12,-6.133341562119852e-16,0
796.9811320754717,4.252579162430324e-13,9.574906694419536e-21,0.7983732546063985,0.0,2.0903431208446577e-12,-2.0560805182904777e-12,1.7131301277089862e-14,0
830.7924528301887,-7.281873447800783e-13,8.27658399176156e-21,0.758668852807434,0.0,2.0828638838239384e-12,-2.108226772954332e-12,-1.2681444565196864e-14,0
864.6037735849056,3.161566280617102e-13,9.683196929763452e-21,0.8074584885397521,0.0,2.065542555549763e-12,-2.065610208324241e-12,-3.382638723889992e-17,0
898.4150943396227,-3.7868980640424724e-13,1.0173314873542876e-20,0.8278022148128901,0.0,2.0274015919175655e-12,-2.0555178358044143e-12,-1.4058121943424394e-14,0
932.2264150943396,-1.432096408332515e-13,1.2931230900079848e-20,0.7724511078492874,0.0,1.986448103913629e-12,-2.0237894562926084e-12,-1.8670676189489652e-14,0
966.0377358490566,-4.3685352340586354e-13,2.108254982283483e-20,0.8791356731349905,0.0,1.9545667417481976e-12,-2.020748290486927e-12,-3.309077436936461e-14,0
999.8490566037736,2.409302753842805e-13,1.2419127698438676e-20,0.8089351006564275,0.0,1.936963776404871e-12,-1.984877255160024e-12,-2.395673937757644e-14,0
