Relative Time (s),Velocity (m/s),Average Power ((m/s)^2/Hz),Weighted Frequency (Hz),Dominant Frequency (Hz),Velocity Upper Band,Velocity Lower Band,Moving Average,is_seismic
19.32075471698113,1.5500453765837862e-18,1.4838055875470304e-30,0.8545860505174732,0.0,1.5500453765837862e-18,-1.5500453765837862e-18,1.5500453765837862e-18,0
53.13207547169812,3.8320543843964176e-16,1.0439738900355789e-27,0.8741814196298454,0.0,1.136926649697682e-15,-7.521711658814565e-16,1.923777419081128e-16,0
86.94339622641509,8.258693898674834e-16,2.274171361533221e-26,0.9082502460515776,0.0,1.847416837570729e-15,-1.040333588448256e-15,4.035416245612363e-16,0
120.75471698113208,3.811249966335801e-15,1.0131999682842e-25,0.8446151221798132,0.0,7.334371456982149e-15,-4.823434036972394e-15,1.2554687100048774e-15,0
154.56603773584905,-2.3846686635814202e-15,2.5662390389220983e-25,0.969162734609362,0.0,8.284938524808656e-15,-7.230056054233421e-15,5.27441235287618e-16,0
188.377358490566,5.918888615021344e-16,7.3697575886565305e-25,0.8912164047688605,0.0,7.477310074897503e-15,-6.4009450622507615e-15,5.381825063233707e-16,0
222.18867924528303,-1.0075804828873908e-14,2.0289866456515825e-25,1.0339092792497175,0.0,1.4425648643400053e-14,-1.6381851440809674e-14,-9.78101398704812e-16,0
256.0,6.715068963832494e-15,1.9502484233884525e-24,0.8996310776065828,0.0,1.7130143559336645e-14,-1.7163053766111945e-14,-1.6455103387648644e-17,0
289.811320754717,-2.510409794821069e-15,5.861454470529811e-24,0.8360306327225998,0.0,1.6007388715174398e-14,-1.6594511075601565e-14,-2.935611802135842e-16,0
323.62264150943395,-2.933475133391965e-14,2.799279343204526e-23,0.8229400627634386,0.0,3.2430259042315185e-14,-3.882561943348357e-14,-3.197680195584192e-15,0
357.4339622641509,4.4395241074638577e-14,3.129006627825905e-23,0.8496075161959448,0.0,6.166734474375764e-14,-5.940944672215824e-14,1.1289490107996958e-15,0
391.245283018868,-1.0008457697131045e-13,2.75839863760378e-23,0.9213936710105316,0.0,1.1012243699249937e-13,-1.2473345996791832e-13,-7.305511487709482e-15,0
425.0566037735849,9.180887693459763e-14,8.184745867341891e-23,0.9031622187632232,0.0,1.4829544436449998e-13,-1.4765809989033325e-13,3.186722370833716e-16,0
458.8679245283019,-9.722420066136134e-15,7.581052852117831e-23,0.8677905133349961,0.0,1.420828587222829e-13,-1.428799560057189e-13,-3.9854864171802165e-16,0
492.6792452830189,-1.0536849080645185e-13,7.798126035472359e-23,0.9270848600490588,0.0,1.5948508782582308e-13,-1.7427817739789034e-13,-7.396544786033611e-15,0
526.4905660377359,9.503101551071249e-14,3.829628952847788e-23,1.0318013627187843,0.0,1.834647380315869e-13,-1.8545438256656085e-13,-9.94822267486979e-16,0
560.3018867924528,1.4989899641748794e-14,3.602921515396072e-23,1.0209049779772517,0.0,1.7906235799065558e-13,-1.7917144700689594e-13,-5.4544508120168717e-17,0
594.1132075471698,4.34782849094072e-15,6.93245676685891e-23,0.9577010597731846,0.0,1.7399689927749044e-13,-1.7361683573827956e-13,1.9003176960543616e-16,0
627.9245283018868,-3.8340475833565133e-13,6.858724400619243e-22,0.932564001417981,0.0,3.312846744880973e-13,-3.7128300990733453e-13,-1.99991677096186e-14,0
661.7358490566038,6.337167993266743e-13,1.281011866799659e-21,0.843880353185598,0.0,6.280354175696595e-13,-6.026621562852676e-13,1.2686630642196042e-14,0
695.5471698113207,-1.3810478906781548e-13,2.396387340518208e-21,0.8543411370242332,0.0,6.162313007616316e-13,-6.052191270686693e-13,5.506086846481208e-15,0
729.3584905660377,-3.973894570536643e-13,3.082180017780457e-21,0.8656110195090541,0.0,6.547325346254172e-13,-6.803472285597408e-13,-1.280734696716177e-14,0
763.1698113207547,3.5661696289108413e-13,1.1634657755073369e-21,0.8485008094615984,0.0,7.0897543547109e-13,-7.024662763742616e-13,3.2545795484141377e-15,0
796.9811320754717,-9.089045226048472e-14,5.811882475935617e-22,0.960977414600533,0.0,6.928099871321504e-13,-6.941462473527304e-13,-6.681301102899809e-16,0
830.7924528301887,-1.1323894119512853e-13,2.184794655506212e-22,0.9372436180203088,0.0,6.78263946693421e-13,-6.88605871800788e-13,-5.1709625536835216e-15,0
864.6037735849056,1.265272686548598e-13,2.6788582398782816e-22,0.9613666223299864,0.0,6.75595350253822e-13,-6.75806642191301e-13,-1.0564596873954859e-16,0
898.4150943396227,1.6983138367273894e-13,1.6656297711953197e-22,0.9491232814623066,0.0,6.78582329166838e-13,-6.662056929827261e-13,6.1883180920559505e-15,0
932.2264150943396,-1.5694802403079756e-13,3.4326234802336193e-23,0.992294507912818,0.0,6.689516891477895e-13,-6.682276488295956e-13,3.62020159096897e-16,0
966.0377358490566,-9.849641680871844e-15,2.5011993272419013e-23,1.1024779125547313,0.0,6.565854603534287e-13,-6.565656725759224e-13,9.893888753147285e-18,0
999.8490566037736,1.4705536669320885e-13,4.3960017669200933e-23,1.0564040371821666,0.0,6.568741279657162e-13,-6.470513086679129e-13,4.9114096489016705e-15,0
1033.660377358491,-2.953397250503492e-13,2.6018454084959482e-22,0.9633724936507329,0.0,6.634406431904443e-13,-6.729888648409797e-13,-4.774110825267712e-15,0
1067.4716981132076,3.506628155976668e-13,3.2055897410629416e-22,0.90473794189743,0.0,6.994928359726609e-13,-6.868262497217629e-13,6.333293125448991e-15,0
1101.2830188679245,-2.2942086978556014e-13,3.563462285773465e-22,0.9946640286676284,0.0,6.963889397849234e-13,-6.980104846195413e-13,-8.10772417308862e-16,0
1135.0943396226414,-6.784664296472778e-14,1.5130771195505249e-21,0.8924777000172338,0.0,6.849505331397843e-13,-6.905153644771914e-13,-2.7824156687035362e-15,0
1168.9056603773586,9.552205262559977e-14,7.7349540866713515e-22,0.8727548933820224,0.0,6.800614671589276e-13,-6.800089003080886e-13,2.6283425419415528e-17,0
1202.7169811320755,-6.497156549549151e-16,9.127353235975549e-22,0.860014482965339,0.0,6.702576163540167e-13,-6.702426050076429e-13,7.505673186795234e-18,0
1236.5283018867924,2.0780278644136318e-13,3.462350549946764e-21,0.8733541868618284,0.0,6.772277670911349e-13,-6.65980578405941e-13,5.623594342596967e-15,0
1270.339622641509,2.4570435561873027e-14,7.809493355052933e-21,0.8596410836447329,0.0,6.68675808744051e-13,-6.564314178894214e-13,6.122195427314757e-15,0
1304.1509433962265,2.141410920945281e-14,1.0061319682015175e-20,0.8513547624607527,0.0,6.603481486262176e-13,-6.473195570648117e-13,6.5142957807029115e-15,0
1337.9622641509434,-1.966906976392985e-13,1.254001200601511e-21,0.8892008063471449,0.0,6.565547394702307e-13,-6.53686397579825e-13,1.4341709452028785e-15,0
