Relative Time (s),Velocity (m/s),Average Power ((m/s)^2/Hz),Weighted Frequency (Hz),Dominant Frequency (Hz),Velocity Upper Band,Velocity Lower Band,Moving Average,is_seismic
19.32075471698113,2.289080062580331e-16,2.914922849917365e-29,0.8316162082819114,0.0,2.289080062580331e-16,-2.289080062580331e-16,2.289080062580331e-16,0
53.13207547169812,3.5465202991342413e-16,2.5663698539913497e-27,0.8456432213601969,0.0,6.029805994571588e-16,-1.9420563285701444e-17,2.917800180857286e-16,0
86.94339622641509,-8.219291058131364e-16,1.2725009550768805e-26,0.9071560667130072,0.0,2.181777219608327e-15,-2.34068993270278e-15,-7.94563565472264e-17,0
120.75471698113208,-4.179102824347403e-16,1.5069831740567449e-25,0.8354441497355787,0.0,1.7748983098321245e-15,-2.103037985870334e-15,-1.6406983801910492e-16,0
154.56603773584905,6.7616233575135915e-15,1.7139900816346023e-24,0.8604008157851897,0.0,1.2190777201654587e-14,-9.74863959947972e-15,1.2210688010874345e-15,0
188.377358490566,1.3573725519871255e-14,8.059379347448138e-24,0.8260114141401701,0.0,2.3473945460551776e-14,-1.69142556187823e-14,3.2798449208847386e-15,0
222.18867924528303,-3.560995878020116e-14,1.5183463632791352e-23,0.8587540700142802,0.0,5.2373625308504447e-14,-5.69253079527595e-14,-2.275841322127533e-15,0
256.0,4.439996865647913e-15,2.639464470973486e-23,0.845687443563003,0.0,4.9837173051930256e-14,-5.270989614924147e-14,-1.4363615486556026e-15,0
289.811320754717,1.4192510214914708e-13,1.7633587305620161e-22,0.8440654479434472,0.0,1.884886731600379e-13,-1.5950329321339297e-13,1.449268997332247e-14,0
323.62264150943395,-5.609692968330239e-14,1.2116916355186504e-22,0.8077139602319382,0.0,1.8913348894338985e-13,-1.7426603292806984e-13,7.433728007659985e-15,0
357.4339622641509,-2.3317371750539174e-14,2.0774814111210717e-22,0.79217636958887,0.0,1.800417393489338e-13,-1.707653923805591e-13,4.638173484187334e-15,0
391.245283018868,-1.5769232142731685e-13,4.263571793627089e-22,0.8160059703850423,0.0,2.253533208476271e-13,-2.431320563645031e-13,-8.889367758438015e-15,0
425.0566037735849,1.0899975213756393e-13,5.42284492769187e-22,0.82452909504811,0.0,2.519591151755994e-13,-2.5160106301616753e-13,1.7902607971597903e-16,0
458.8679245283019,4.0015811814062084e-13,9.804129384041792e-22,0.8525353944385807,0.0,4.74284792636552e-13,-4.16786870182705e-13,2.874896122692347e-14,0
492.6792452830189,-8.690975326206397e-13,1.1618465824060557e-21,0.8620562260856142,0.0,8.868585317354532e-13,-9.49073475127948e-13,-3.1107471696247405e-14,0
526.4905660377359,6.432121292763254e-13,1.4779636093351364e-21,0.8223471924709724,0.0,1.0762225264673949e-12,-1.0541475197383175e-12,1.1037503364538405e-14,0
560.3018867924528,-3.33632128472527e-13,2.8084210729662105e-21,0.8208021992902834,0.0,1.0628212457003885e-12,-1.081295607422731e-12,-9.237180861171327e-15,0
594.1132075471698,-4.726969584536868e-13,3.8300743678924035e-21,0.8417842505217374,0.0,1.0731137629286854e-12,-1.143083655494641e-12,-3.4984946282977734e-14,0
627.9245283018868,1.0591188954706829e-12,1.6187638693533238e-21,0.8325783110352419,0.0,1.4123684397207797e-12,-1.3671695068389813e-12,2.259946644089914e-14,0
661.7358490566038,-2.482228271879379e-13,2.0376821065072388e-21,0.843069740109369,0.0,1.3782646047487333e-12,-1.3601479012298189e-12,9.058351759457287e-15,0
