Relative Time (s),Velocity (m/s),Average Power ((m/s)^2/Hz),Weighted Frequency (Hz),Dominant Frequency (Hz),Velocity Upper Band,Velocity Lower Band,Moving Average
1.28,0.02522857704329584,0.0,0.8966357811887118,0.0,0.0,-0.0,0.46222431658056706
3.52,0.025232362340021686,5.325463458513343e-12,0.978429946367547,0.0,2.6812320944670078e-05,1.676492465927074e-05,0.4626481430346523
5.76,0.025218463853687423,9.059242753778815e-11,0.9124528364249407,0.0,5.485745909131806e-05,6.290194275504188e-05,0.4617519752035013
8.0,0.025271251957943885,1.1461277452627906e-09,0.9693228490366143,0.0,0.00021454188949679215,0.00016708926441861394,0.46425914112231426
10.24,0.02525922715565665,1.7527705760526729e-09,0.9624215851581311,0.0,0.0002172906783313532,0.00014966549202038906,0.46522489062762573
12.48,0.02509810886291186,1.1338233392854883e-09,0.7361585271965024,0.0,0.0004916004701620961,0.0005301952246626556,0.45985543945591156
14.72,0.02523046221103087,9.998619997176743e-10,0.3719643727631667,0.0,0.00045244332998048236,0.00048353570669135756,0.4602541578015036
16.96,0.02512830494048801,1.0171924453184815e-07,0.9562889853072539,0.0,0.0004663408043438865,0.000550482732456778,0.4576936483622438
19.2,0.025425958206187538,3.703846666501338e-08,0.953071831280782,0.0,0.0007820934675251147,0.0007469792027759831,0.46310818470792414
21.44,0.02449718621954511,2.0240149852273936e-07,0.9538279660456664,0.0,0.0019045756575303047,0.0021894429619744526,0.4466415426711723
23.68,0.025391238371730296,2.9823282066833764e-07,0.6637000933690053,0.0,0.001933471715842593,0.0021192640779901174,0.45136954408889984
25.92,0.025345225480240652,4.5248736964400374e-07,0.5878512752913135,0.0,0.001910863245981322,0.002032935712518919,0.4544508948106727
28.16,0.026074421768888856,5.404898141402223e-07,0.710962994616996,0.0,0.0028688277646886293,0.0026553135191688393,0.4696190472197346
30.4,0.0252406063373376,9.933072967361475e-07,0.8438380947349591,0.0,0.0027562025678805973,0.0025519915589186652,0.4692832633227948
32.64,0.025955131667571685,1.5176872296730306e-06,0.9794434045318761,0.0,0.0031706243878599927,0.002741787998482837,0.47965930470737983
34.88,0.02355583638466774,2.3236737081877595e-06,0.8653131331852412,0.0,0.004574565377076492,0.004627294063655238,0.45515825177136127
37.12,0.025524000809391767,4.5490786530691463e-07,0.589364849428877,0.0,0.004520964744220154,0.004485076401293437,0.45946538114942914
39.36,0.024322654877967587,1.4761272125073517e-06,0.4752923459345551,0.0,0.004603061111988734,0.004797053790048344,0.4483483285758283
