Relative Time (s),Velocity (m/s),Average Power ((m/s)^2/Hz),Weighted Frequency (Hz),Dominant Frequency (Hz),Velocity Upper Band,Velocity Lower Band,Moving Average
1.28,0.07513179315690888,2.6221466669220653e-12,0.7304561495039933,0.0,0.0,-0.0,0.6942168868187479
3.52,0.07513020068394871,7.687014239117681e-12,0.80109366453187,0.0,7.0187237690002104e-06,1.2721007765733388e-05,0.69416512043957
5.76,0.07512969124792801,3.454086081253125e-11,0.7324828519378142,0.0,5.816390520336999e-06,1.3427616386430732e-05,0.6941368248517434
8.0,0.07508992511969881,6.003216653285403e-10,0.6033323400972468,0.0,0.00013344206724452538,0.00017852783266426726,0.6934763400324788
10.24,0.07527111814786025,6.641111724679763e-09,0.9181049012761426,0.0,0.0005860174728133645,0.0004820872723731952,0.695436059505548
12.48,0.075030027863217,1.58859315733266e-09,0.875090690090023,0.0,0.0006171795705007562,0.0005974071101171235,0.6941301722253119
14.72,0.0753587286994084,4.033079447977888e-08,0.8490300630899839,0.0,0.0009499560115941981,0.0007761094505306608,0.6962502668308179
16.96,0.0750486810939408,1.080583269412552e-08,0.521609801312658,0.0,0.0009118459235629429,0.000800651009909175,0.6953206651897166
19.2,0.07506043945795837,3.134884368666256e-08,0.8395176840538306,0.0,0.0008652325222123665,0.0007979728234754023,0.6946825812711326
21.44,0.07569199899646395,2.1628148452729163e-07,0.9701973295307368,0.0,0.0017228373164311036,0.0013809343714851813,0.6982781242672695
23.68,0.07515761630354145,1.797048730459847e-06,0.9629746862431824,0.0,0.0016366235969015703,0.0013128363661531475,0.6980615446388561
25.92,0.07433223609373996,2.8629796126986706e-06,0.8913071703387714,0.0,0.0023820956004039764,0.002329251120232762,0.6934093012390108
28.16,0.0738920623494903,7.041372347759982e-06,0.5369561612317529,0.0,0.003281932767398427,0.003590359681399162,0.6872714507640756
30.4,0.08801189029254397,0.004494623784460214,0.35274745675818225,0.0,0.029153725918224564,0.024332764913423354,0.7475807234172063
32.64,0.054089526591561965,0.0026112546487230778,0.5991375343092957,0.0,0.04993511867608497,0.05037821664731395,0.6528205852460793
34.88,0.07875144987859506,0.00038931805640429664,0.5736798351407003,0.0,0.04947883431346983,0.048809324666189084,0.6701158371346272
37.12,-0.10328311688108327,0.031163324077878793,0.4303949208681764,0.0,0.31659929030703343,0.34839466697984567,-0.010786203332836752
39.36,0.0832511153481359,0.0023267159585611836,0.5114700885562162,0.0,0.310613303102403,0.3381926812817614,0.05770664567641259
41.6,0.0684092503908722,1.036009784309595e-05,0.6943014302232159,0.0,0.3016533807169963,0.3289525664548368,0.06820412053076708
43.84,0.07681422206325061,9.543612524638207e-06,0.8057004795663427,0.0,0.29491678790782944,0.32011297238653963,0.10497381576930054
46.08,0.07774630610119493,3.702866717182979e-05,0.9696998140377324,0.0,0.28882250812446936,0.31192684602011345,0.14112727091478927
48.32,0.0760708723861534,4.911681641654363e-05,0.9799688802021542,0.0,0.28277425462262495,0.30432448556076375,0.1690428503952479
50.56,0.07539649830547024,3.8344441086066635e-05,0.8341463920939539,0.0,0.27698179544366874,0.2972502693581995,0.19262474303121402
52.8,0.0724209187032061,9.562720954517095e-06,0.8622009441794323,0.0,0.27109102729609635,0.2907392112953729,0.20618090246755805
55.04,0.07746965369185355,9.219853103788691e-05,0.9742503119211495,0.0,0.2663286773023819,0.28451590521073855,0.23178207206882906
57.28,0.07537183377912515,4.456220308107314e-05,0.8460971717337015,0.0,0.2614875051518523,0.278690167024142,0.2501682556747622
59.52,0.07850752556215923,5.153839246367472e-05,0.8408610305741486,0.0,0.25739052584525296,0.2731692172763166,0.27474299296985105
61.76,0.09120102722846535,0.013961138520422684,0.5228536141926935,0.0,0.25616898206757444,0.2685764785222835,0.3270357167403424
64.0,0.18982622371681201,0.09972579607207768,0.22008566788243125,0.0,0.31308813798392787,0.30522604525798835,0.5968255376490037
66.24,0.07394061412438857,0.0006707239868136428,0.7294170809960661,0.0,0.3076076981972247,0.2999514148048907,0.5974904791160793
68.48,0.07181736162169616,1.6736505860108126e-05,0.794109536576758,0.0,0.3022608807803839,0.29509894119114133,0.5936595931778819
70.72,0.07150657469022148,8.413015759714416e-06,0.5918501548301409,0.0,0.2971583446943362,0.2905053204453457,0.5894367173866497
72.96,0.08264254311036057,3.778580990112157e-05,0.9251952525457062,0.0,0.29329845969605767,0.28564334499715255,0.6074089220073686
75.2,0.07157808601390481,0.00014427011418689366,0.8339116542638886,0.0,0.288644375146204,0.2814790305083366,0.6031668005524915
77.44,0.07464889215590564,8.998457758323086e-05,0.8026197400182215,0.0,0.28438268077486134,0.27729956928486493,0.6048712246981292
79.68,0.07769223522099766,8.386716684987707e-06,0.890452082304355,0.0,0.2805367269503069,0.27316297271562145,0.6119770523199068
81.92,0.07102782640812655,2.2898378961904246e-05,0.8906265010803315,0.0,0.2764259993864917,0.2695662013073276,0.6069885457931499
84.16,0.0855249932739719,2.917703646121319e-05,0.7276244812194533,0.0,0.27371420075210856,0.26566213364803193,0.6270656519660396
86.4,0.059833613435604116,0.00011797503936636533,0.9631091257649607,0.0,0.26982565480833953,0.26350889083159923,0.6032850892921009
88.64,0.09268013331204372,7.482120351947514e-05,0.8162662977746424,0.0,0.26837503366684284,0.26010623322328846,0.6340805021250429
90.88,0.06245623523646726,0.00023465171890966238,0.9395372098601463,0.0,0.26471798368070243,0.2578366241579723,0.6154475723773756
93.12,0.076743696678786,0.00010932739950859235,0.8869240127889696,0.0,0.2616085615517982,0.2545822852114092,0.6198181754231091
95.36,0.0734724983642796,5.698952890545165e-05,0.9780893446046751,0.0,0.25841881954621926,0.2515887101789314,0.6190396082169054
